,business_id,business_postal_code,business_latitude,business_longitude,inspection_score,violation_id,violation_description,Neighborhoods (old),Police Districts,Supervisor Districts,Zip Codes,Analysis Neighborhoods,year,month,day
51591,5039,94123.0,37.800128,-122.44191399999998,86.0,103119.0,4.0,17.0,9.0,1.0,57.0,13.0,2017,3,14
51592,67982,94103.0,37.784848,-122.406892,87.0,103116.0,3.0,34.0,2.0,9.0,28853.0,34.0,2017,11,17
51593,2031,94109.0,37.787017,-122.42623400000001,76.0,103144.0,2.0,27.0,9.0,11.0,28858.0,30.0,2018,6,29
51594,2970,94108.0,37.795844,-122.40509399999999,98.0,103143.0,4.0,4.0,1.0,10.0,28857.0,6.0,2017,8,23
51595,2646,94110.0,37.759823,-122.421346,90.0,103139.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,9,26
51596,2743,94103.0,37.765708000000004,-122.409002,96.0,103154.0,1.0,19.0,4.0,8.0,28853.0,20.0,2019,1,11
51597,9652,94105.0,37.789563,-122.394821,74.0,103109.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,1,18
51599,146,94103.0,37.764713,-122.42470900000001,84.0,103139.0,3.0,19.0,4.0,5.0,28859.0,20.0,2016,10,17
51600,33093,94132.0,37.733944,-122.49043799999998,94.0,103124.0,1.0,35.0,8.0,4.0,64.0,35.0,2017,5,23
51601,1579,94133.0,37.802479,-122.41123400000001,92.0,103154.0,1.0,23.0,1.0,10.0,308.0,23.0,2017,12,11
51602,33378,94132.0,37.73017,-122.50253500000001,90.0,103124.0,1.0,14.0,8.0,4.0,64.0,16.0,2017,8,15
51605,68963,94110.0,37.764086999999996,-122.421881,90.0,103124.0,1.0,19.0,4.0,5.0,28859.0,20.0,2018,2,13
51606,59935,94110.0,37.741184000000004,-122.422693,90.0,103124.0,1.0,2.0,7.0,7.0,28859.0,2.0,2017,10,27
51607,4734,94123.0,37.800568,-122.438354,85.0,103139.0,3.0,17.0,9.0,1.0,57.0,13.0,2018,11,28
51608,941,94124.0,37.718016,-122.38769599999999,90.0,103120.0,3.0,1.0,3.0,8.0,58.0,1.0,2019,1,3
51609,3403,94102.0,37.788188,-122.40928400000001,89.0,103129.0,4.0,21.0,1.0,10.0,28852.0,21.0,2017,4,28
51610,62572,94117.0,37.773348,-122.43914699999999,94.0,103119.0,4.0,10.0,5.0,11.0,29492.0,9.0,2018,12,10
51611,21909,94109.0,37.787805999999996,-122.42019199999999,96.0,103120.0,3.0,21.0,9.0,10.0,28858.0,21.0,2018,5,17
51613,1724,94115.0,37.786497999999995,-122.430283,77.0,103147.0,4.0,27.0,9.0,11.0,29490.0,30.0,2018,5,7
51614,7655,94117.0,37.77598,-122.429577,94.0,103144.0,2.0,10.0,9.0,11.0,29492.0,9.0,2018,9,20
51615,66704,94110.0,37.759824,-122.41913600000001,84.0,103154.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,11,28
51616,286,94102.0,37.784303,-122.40964699999999,82.0,103145.0,3.0,36.0,10.0,9.0,28852.0,36.0,2016,11,2
51618,38580,94110.0,37.752858,-122.40891200000002,88.0,103142.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,11,13
51620,68189,94110.0,37.752308,-122.41796200000002,92.0,103157.0,2.0,19.0,4.0,7.0,28859.0,20.0,2017,10,2
51621,1614,94105.0,37.791227,-122.398872,94.0,103142.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,11,7
51622,824,94112.0,37.724579,-122.43487900000001,71.0,103105.0,3.0,25.0,7.0,6.0,28861.0,28.0,2017,6,21
51624,18825,94114.0,37.751474,-122.43070800000001,86.0,103144.0,2.0,22.0,4.0,5.0,28862.0,22.0,2018,2,21
51625,1792,94110.0,37.759073,-122.411418,88.0,103131.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,12,17
51626,2292,94122.0,37.753638,-122.49071200000002,76.0,103112.0,4.0,35.0,8.0,3.0,56.0,35.0,2017,11,15
51627,34102,94112.0,37.71444,-122.43683500000002,90.0,103145.0,3.0,5.0,7.0,6.0,28861.0,7.0,2016,10,7
51628,2538,94102.0,37.772163,-122.429927,73.0,103109.0,1.0,10.0,9.0,11.0,29492.0,9.0,2017,6,8
51630,69181,94110.0,37.760777000000004,-122.42150500000001,92.0,103124.0,1.0,19.0,4.0,5.0,28859.0,20.0,2018,1,16
51631,884,94133.0,37.796463,-122.405224,90.0,103142.0,1.0,4.0,1.0,10.0,308.0,6.0,2018,12,5
51632,1241,94116.0,37.742895000000004,-122.477898,89.0,103154.0,1.0,35.0,8.0,3.0,29491.0,35.0,2019,5,23
51633,59826,94117.0,37.775813,-122.446047,76.0,103162.0,1.0,16.0,5.0,11.0,29492.0,18.0,2017,11,15
51634,66536,94132.0,37.723698,-122.49528899999999,83.0,103119.0,4.0,14.0,8.0,4.0,64.0,16.0,2017,10,18
51635,665,94123.0,37.799217999999996,-122.43251699999999,89.0,103114.0,1.0,17.0,9.0,1.0,57.0,13.0,2017,11,27
51637,4656,94103.0,37.784247,-122.403989,96.0,103147.0,4.0,34.0,2.0,9.0,28853.0,34.0,2019,1,22
51638,70960,94102.0,37.777273,-122.423084,85.0,103154.0,1.0,10.0,9.0,11.0,28852.0,9.0,2017,7,12
51639,70758,94118.0,37.781248,-122.461251,93.0,103102.0,1.0,11.0,6.0,2.0,54.0,11.0,2016,10,24
51640,68504,94109.0,37.787848,-122.412123,94.0,103131.0,1.0,21.0,1.0,10.0,28852.0,21.0,2017,11,22
51642,59331,94112.0,37.723638,-122.45227299999999,87.0,103144.0,2.0,40.0,7.0,4.0,28861.0,41.0,2018,4,10
51643,4469,94133.0,37.808352,-122.41515700000001,90.0,103120.0,3.0,23.0,1.0,10.0,308.0,23.0,2018,4,26
51644,1274,94104.0,37.762939,-122.428473,83.0,103116.0,3.0,3.0,4.0,5.0,28862.0,5.0,2017,8,9
51645,4803,94134.0,37.730527,-122.40486100000001,74.0,103119.0,4.0,28.0,3.0,7.0,309.0,25.0,2017,1,3
51647,26343,94102.0,37.784734,-122.413776,90.0,103119.0,4.0,36.0,10.0,9.0,28852.0,36.0,2018,7,31
51648,286,94102.0,37.784303,-122.40964699999999,83.0,103138.0,3.0,36.0,10.0,9.0,28852.0,36.0,2017,11,7
51649,69489,94111.0,37.794643,-122.401395,89.0,103107.0,3.0,4.0,1.0,10.0,28860.0,6.0,2017,9,12
51650,69249,94103.0,37.777167999999996,-122.416702,92.0,103120.0,3.0,34.0,2.0,9.0,28853.0,34.0,2016,10,25
51656,2418,94110.0,37.752968,-122.40706200000001,75.0,103124.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,3,21
51657,2758,94115.0,37.788183000000004,-122.446757,90.0,103156.0,2.0,31.0,6.0,1.0,29490.0,31.0,2019,5,8
51658,2785,94134.0,37.712517,-122.407152,72.0,103131.0,1.0,39.0,7.0,8.0,309.0,40.0,2018,4,18
51659,65833,94109.0,37.795398,-122.419044,92.0,103120.0,3.0,32.0,1.0,10.0,28858.0,32.0,2017,12,8
51660,2949,94111.0,37.796984,-122.39888700000002,90.0,103120.0,3.0,6.0,1.0,10.0,28860.0,8.0,2017,5,1
51662,2924,94102.0,37.788954,-122.410467,82.0,103153.0,3.0,21.0,1.0,10.0,28852.0,21.0,2016,12,7
51663,19003,94103.0,37.764903000000004,-122.421609,62.0,103114.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,8,1
51664,6654,94109.0,37.784597999999995,-122.41775700000001,74.0,103129.0,4.0,36.0,9.0,9.0,28858.0,36.0,2017,8,22
51665,9164,94105.0,37.787227,-122.40028000000001,90.0,103129.0,4.0,6.0,2.0,9.0,28855.0,8.0,2018,1,24
51667,70562,94109.0,37.791694,-122.42094399999999,92.0,103157.0,2.0,21.0,9.0,10.0,28858.0,21.0,2018,2,20
51669,1269,94105.0,37.790944,-122.392051,92.0,103131.0,1.0,6.0,2.0,9.0,28855.0,8.0,2018,9,4
51673,68916,94103.0,37.775647,-122.40645900000001,76.0,103114.0,1.0,34.0,2.0,9.0,28853.0,34.0,2018,3,22
51674,63653,94102.0,37.788918,-122.408507,70.0,103105.0,3.0,6.0,1.0,10.0,28852.0,8.0,2019,2,12
51675,2785,94134.0,37.712517,-122.407152,70.0,103149.0,1.0,39.0,7.0,8.0,309.0,40.0,2019,5,2
51676,67564,94109.0,37.787690999999995,-122.41371699999999,74.0,103120.0,3.0,21.0,1.0,10.0,28858.0,21.0,2019,1,31
51677,5827,94134.0,37.729015999999994,-122.419253,96.0,103129.0,4.0,5.0,3.0,7.0,309.0,7.0,2018,10,18
51678,18514,94110.0,37.762366,-122.419491,72.0,103116.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,10,10
51680,194,94134.0,37.715126,-122.398901,84.0,103154.0,1.0,1.0,3.0,8.0,309.0,1.0,2017,9,19
51682,38442,94115.0,37.786578000000006,-122.440096,63.0,103154.0,1.0,27.0,6.0,1.0,29490.0,30.0,2018,10,15
51684,63082,94123.0,37.797933,-122.428627,70.0,103119.0,4.0,17.0,9.0,1.0,57.0,13.0,2017,5,12
51685,16751,94103.0,37.768654,-122.415586,92.0,103154.0,1.0,19.0,4.0,7.0,28853.0,20.0,2018,7,5
51686,4438,94103.0,37.774722,-122.40676100000002,96.0,103119.0,4.0,34.0,2.0,9.0,28853.0,34.0,2019,3,11
51688,10877,94118.0,37.783038,-122.46298200000001,81.0,103119.0,4.0,11.0,6.0,2.0,54.0,11.0,2018,1,9
51689,2664,94131.0,37.743602,-122.428803,88.0,103139.0,3.0,22.0,7.0,5.0,63.0,22.0,2017,10,31
51690,9948,94107.0,37.780934,-122.399772,96.0,103124.0,1.0,34.0,2.0,9.0,28856.0,34.0,2017,9,25
51691,3858,94105.0,37.786944,-122.399199,92.0,103154.0,1.0,6.0,2.0,9.0,28855.0,8.0,2018,5,1
51692,65674,94105.0,37.788828,-122.400971,75.0,103152.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,1,27
51693,3183,94122.0,37.763964,-122.46763899999999,91.0,103105.0,3.0,12.0,8.0,11.0,56.0,14.0,2017,1,26
51696,6739,94133.0,37.796303,-122.408354,84.0,103144.0,2.0,4.0,1.0,10.0,308.0,6.0,2017,8,28
51697,2418,94110.0,37.752968,-122.40706200000001,80.0,103114.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,11,13
51698,25153,94102.0,37.7877,-122.408345,86.0,103142.0,1.0,36.0,1.0,10.0,28852.0,36.0,2017,3,8
51699,4057,94103.0,37.784964,-122.404752,98.0,103154.0,1.0,6.0,2.0,9.0,28853.0,8.0,2019,4,8
51700,795,94133.0,37.808494,-122.412,96.0,103154.0,1.0,23.0,1.0,10.0,308.0,23.0,2018,7,9
51701,7489,94110.0,37.763803,-122.417326,77.0,103131.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,1,19
51702,187,94132.0,37.723054,-122.48361200000001,92.0,103124.0,1.0,14.0,8.0,4.0,64.0,16.0,2017,2,10
51703,34611,94108.0,37.795594,-122.408204,74.0,103129.0,4.0,4.0,1.0,10.0,28857.0,6.0,2019,1,7
51704,424,94107.0,37.762334,-122.398416,86.0,103116.0,3.0,29.0,3.0,8.0,28856.0,26.0,2017,11,7
51705,14005,94132.0,37.733901,-122.490726,90.0,103139.0,3.0,35.0,8.0,4.0,64.0,35.0,2019,5,9
51707,37651,94102.0,37.787168,-122.410124,87.0,103103.0,3.0,36.0,1.0,10.0,28852.0,36.0,2016,11,14
51708,70022,94108.0,37.791112,-122.40402399999999,77.0,103145.0,3.0,6.0,1.0,10.0,28854.0,8.0,2019,1,30
51709,192,94102.0,37.777014,-122.42234499999999,86.0,103109.0,1.0,10.0,9.0,11.0,28852.0,9.0,2017,6,26
51711,67237,94107.0,37.749871,-122.405648,51.0,103123.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,9,14
51712,9679,94108.0,37.793597999999996,-122.406097,63.0,103103.0,3.0,4.0,1.0,10.0,28857.0,6.0,2018,6,8
51713,3394,94103.0,37.784915000000005,-122.40483200000001,92.0,103127.0,3.0,34.0,2.0,9.0,28853.0,34.0,2016,10,31
51714,1641,94131.0,37.745974,-122.426856,90.0,103120.0,3.0,22.0,7.0,5.0,63.0,22.0,2018,7,16
51715,61563,94107.0,37.781638,-122.396308,89.0,103119.0,4.0,34.0,2.0,9.0,28856.0,34.0,2017,5,18
51716,2369,94110.0,37.750374,-122.420456,83.0,103120.0,3.0,19.0,4.0,7.0,28859.0,20.0,2018,3,13
51717,2418,94110.0,37.752968,-122.40706200000001,80.0,103154.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,11,13
51718,66695,94111.0,37.793996,-122.40009599999999,73.0,103103.0,3.0,6.0,1.0,10.0,28860.0,8.0,2017,10,17
51720,4906,94103.0,37.768274,-122.419299,94.0,103149.0,1.0,19.0,4.0,7.0,28853.0,20.0,2018,5,7
51721,2109,94109.0,37.786353999999996,-122.416628,90.0,103124.0,1.0,36.0,1.0,9.0,28858.0,36.0,2018,2,1
51722,63082,94123.0,37.797933,-122.428627,70.0,103145.0,3.0,17.0,9.0,1.0,57.0,13.0,2017,5,12
51723,6913,94124.0,37.743151,-122.38791299999998,89.0,103154.0,1.0,1.0,3.0,8.0,58.0,1.0,2018,10,29
51724,69351,94103.0,37.784317,-122.40756299999998,86.0,103154.0,1.0,34.0,2.0,9.0,28853.0,34.0,2019,1,23
51725,2941,94111.0,37.793914,-122.39898400000001,89.0,103145.0,3.0,6.0,1.0,10.0,28860.0,8.0,2019,5,9
51726,63713,94122.0,37.753603000000005,-122.48968799999999,98.0,103161.0,1.0,35.0,8.0,3.0,56.0,35.0,2018,9,26
51727,36745,94103.0,37.773447,-122.418123,85.0,103124.0,1.0,19.0,2.0,9.0,28853.0,20.0,2019,4,11
51729,16441,94134.0,37.728718,-122.404101,82.0,103132.0,3.0,28.0,3.0,7.0,309.0,25.0,2016,12,6
51730,66280,94122.0,37.764088,-122.46587199999999,96.0,103139.0,3.0,12.0,8.0,11.0,56.0,14.0,2018,2,16
51731,423,94111.0,37.794501000000004,-122.39716000000001,90.0,103156.0,2.0,6.0,1.0,10.0,28860.0,8.0,2019,5,7
51733,2292,94122.0,37.753638,-122.49071200000002,79.0,103144.0,2.0,35.0,8.0,3.0,56.0,35.0,2016,11,30
51735,33935,94110.0,37.739466,-122.41895,88.0,103157.0,2.0,2.0,7.0,7.0,28859.0,2.0,2018,5,9
51736,70717,94109.0,37.791683,-122.42094399999999,87.0,103154.0,1.0,21.0,9.0,10.0,28858.0,21.0,2018,8,27
51737,3817,94133.0,37.796848,-122.410097,88.0,103139.0,3.0,4.0,1.0,10.0,308.0,6.0,2017,11,29
51738,3112,94102.0,37.789228,-122.40884399999999,80.0,103107.0,3.0,21.0,1.0,10.0,28857.0,21.0,2017,8,17
51739,70685,94134.0,37.729753,-122.40446999999999,86.0,103154.0,1.0,28.0,3.0,7.0,309.0,25.0,2017,12,12
51740,2548,94118.0,37.786564,-122.45188700000001,79.0,103144.0,2.0,31.0,6.0,1.0,54.0,31.0,2018,10,3
51741,62784,94110.0,37.740018,-122.42351799999999,92.0,103120.0,3.0,2.0,7.0,7.0,28859.0,2.0,2019,5,23
51743,66255,94103.0,37.781249,-122.406222,86.0,103119.0,4.0,34.0,2.0,9.0,28853.0,34.0,2016,12,6
51744,61514,94103.0,37.767907,-122.41558400000001,88.0,103131.0,1.0,19.0,4.0,7.0,28853.0,20.0,2018,4,25
51745,1347,94117.0,37.765778000000005,-122.45018400000001,92.0,103144.0,2.0,9.0,5.0,11.0,29492.0,3.0,2018,11,6
51746,507,94131.0,37.733449,-122.43424099999999,90.0,103136.0,1.0,40.0,7.0,5.0,63.0,41.0,2016,11,28
51747,70017,94109.0,37.791963,-122.42103300000001,78.0,103142.0,1.0,21.0,9.0,10.0,28858.0,21.0,2016,10,11
51749,71563,94103.0,37.784193,-122.404699,94.0,103149.0,1.0,34.0,2.0,9.0,28853.0,34.0,2017,10,25
51750,3869,94110.0,37.742998,-122.42163799999999,80.0,103103.0,3.0,2.0,7.0,7.0,28859.0,2.0,2017,6,19
51751,2593,94118.0,37.781268,-122.460842,90.0,103119.0,4.0,11.0,6.0,2.0,54.0,11.0,2018,11,15
51754,63757,94103.0,37.784317,-122.40756299999998,80.0,103127.0,3.0,34.0,2.0,9.0,28853.0,34.0,2018,1,8
51755,68615,94105.0,37.794346999999995,-122.39493200000001,76.0,103116.0,3.0,6.0,2.0,9.0,28855.0,8.0,2018,1,22
51756,7243,94112.0,37.725432,-122.43421599999999,75.0,103144.0,2.0,5.0,7.0,6.0,28861.0,7.0,2019,2,20
51757,642,94115.0,37.785457,-122.43031699999999,90.0,103124.0,1.0,13.0,9.0,11.0,29490.0,15.0,2019,3,5
51758,60554,94115.0,37.777363,-122.441446,94.0,103144.0,2.0,41.0,5.0,11.0,29492.0,39.0,2019,3,22
51760,62560,94112.0,37.728688,-122.440358,88.0,103120.0,3.0,25.0,7.0,6.0,28861.0,28.0,2017,11,16
51761,5272,94110.0,37.762921,-122.411254,96.0,103124.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,1,20
51763,37656,94118.0,37.780713,-122.46929899999999,96.0,103142.0,1.0,11.0,6.0,2.0,54.0,11.0,2018,7,10
51764,1837,94104.0,37.791139,-122.40371599999999,77.0,103107.0,3.0,6.0,1.0,10.0,28854.0,8.0,2017,9,13
51768,2455,94110.0,37.764484,-122.421815,92.0,103131.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,10,3
51769,66963,94103.0,37.770384,-122.40429099999999,92.0,103120.0,3.0,34.0,2.0,9.0,28853.0,34.0,2017,1,11
51770,7210,94114.0,37.765728,-122.433275,98.0,103144.0,2.0,3.0,5.0,5.0,28862.0,5.0,2017,11,10
51772,64660,92672.0,37.769957,-122.447533,81.0,103119.0,4.0,9.0,5.0,11.0,29492.0,3.0,2019,5,13
51773,64682,94102.0,37.773928000000005,-122.42419,90.0,103139.0,3.0,10.0,9.0,11.0,28852.0,9.0,2017,12,12
51774,1031,94102.0,37.775538,-122.42626399999999,85.0,103109.0,1.0,10.0,9.0,11.0,28852.0,9.0,2018,3,28
51775,32738,94131.0,37.733934000000005,-122.434095,92.0,103133.0,1.0,7.0,7.0,5.0,63.0,10.0,2017,5,3
51776,67446,94105.0,37.792577,-122.393992,65.0,103129.0,4.0,6.0,2.0,9.0,28855.0,8.0,2019,2,11
51777,3183,94122.0,37.763964,-122.46763899999999,91.0,103157.0,2.0,12.0,8.0,11.0,56.0,14.0,2017,1,26
51778,8251,94111.0,37.795225,-122.39376999999999,98.0,103149.0,1.0,6.0,2.0,10.0,28860.0,8.0,2016,12,15
51779,58745,94107.0,37.776109000000005,-122.398082,85.0,103133.0,1.0,34.0,2.0,9.0,28856.0,34.0,2017,1,12
51780,5760,94102.0,37.785096,-122.411651,94.0,103131.0,1.0,36.0,10.0,9.0,28852.0,36.0,2017,6,5
51784,4502,94134.0,37.727739,-122.40357900000001,77.0,103138.0,3.0,28.0,3.0,7.0,309.0,25.0,2017,4,13
51786,6564,94103.0,37.774722,-122.40676100000002,82.0,103133.0,1.0,34.0,2.0,9.0,28853.0,34.0,2018,5,22
51787,3090,94105.0,37.792577,-122.393992,87.0,103144.0,2.0,6.0,2.0,9.0,28855.0,8.0,2019,3,18
51788,5874,94124.0,37.718746,-122.389105,91.0,103114.0,1.0,1.0,3.0,8.0,58.0,1.0,2018,10,25
51790,71841,94123.0,37.798078000000004,-122.43544399999999,92.0,103161.0,1.0,17.0,9.0,1.0,57.0,13.0,2017,10,6
51792,3643,94102.0,37.776294,-122.42626399999999,86.0,103131.0,1.0,10.0,9.0,11.0,28852.0,9.0,2017,4,19
51794,3661,94110.0,37.764553,-122.421826,80.0,103133.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,6,28
51795,3924,94104.0,37.791151,-122.402403,82.0,103133.0,1.0,6.0,1.0,10.0,28854.0,8.0,2017,6,20
51797,4732,94109.0,37.785068,-122.41898300000001,96.0,103138.0,3.0,36.0,9.0,9.0,28858.0,36.0,2018,5,16
51798,2759,94114.0,37.768127,-122.429024,88.0,103133.0,1.0,3.0,9.0,5.0,28862.0,5.0,2017,1,3
51799,1673,94105.0,37.792577,-122.393992,82.0,103105.0,3.0,6.0,2.0,9.0,28855.0,8.0,2019,4,17
51800,3877,94123.0,37.798835,-122.43589399999999,79.0,103124.0,1.0,17.0,9.0,1.0,57.0,13.0,2018,1,4
51801,3070,94107.0,37.775664,-122.399999,74.0,103129.0,4.0,34.0,2.0,9.0,28856.0,34.0,2018,4,19
51802,33712,94108.0,37.793597999999996,-122.406097,71.0,103154.0,1.0,4.0,1.0,10.0,28857.0,6.0,2018,8,17
51803,3280,94115.0,37.788307,-122.43366699999999,82.0,103144.0,2.0,27.0,9.0,1.0,29490.0,30.0,2018,1,29
51804,71823,94104.0,37.792237,-122.400124,94.0,103124.0,1.0,6.0,1.0,10.0,28854.0,8.0,2017,12,27
51805,39047,94111.0,37.791546000000004,-122.399597,94.0,103159.0,3.0,6.0,1.0,10.0,28854.0,8.0,2019,5,15
51806,61823,94102.0,37.770184,-122.425728,83.0,103124.0,1.0,10.0,2.0,5.0,28852.0,9.0,2017,11,2
51808,65677,94109.0,37.787074,-122.41998400000001,92.0,103131.0,1.0,21.0,9.0,10.0,28858.0,21.0,2018,6,22
51809,66400,94110.0,37.759484,-122.41910700000001,96.0,103150.0,4.0,19.0,4.0,7.0,28859.0,20.0,2017,2,24
51810,3031,94109.0,37.789944,-122.42059499999999,79.0,103144.0,2.0,21.0,9.0,10.0,28858.0,21.0,2017,8,7
51811,943,94114.0,37.768776,-122.42909499999999,87.0,103124.0,1.0,3.0,9.0,5.0,28862.0,5.0,2016,11,4
51815,68430,94103.0,37.784103,-122.403669,92.0,103120.0,3.0,6.0,2.0,9.0,28853.0,8.0,2016,11,8
51817,5025,94110.0,37.743313,-122.42136299999999,90.0,103157.0,2.0,2.0,7.0,7.0,28859.0,2.0,2019,4,11
51819,510,94122.0,37.753633,-122.48953999999999,88.0,103133.0,1.0,35.0,8.0,3.0,56.0,35.0,2017,9,19
51820,591,94122.0,37.762378000000005,-122.46269199999999,89.0,103142.0,1.0,12.0,5.0,11.0,56.0,14.0,2018,2,6
51823,2519,94109.0,37.786864,-122.42321799999999,82.0,103120.0,3.0,41.0,9.0,1.0,28858.0,39.0,2019,1,8
51825,3165,94121.0,37.776599,-122.478292,77.0,103120.0,3.0,26.0,6.0,2.0,55.0,29.0,2018,5,7
51827,473,94133.0,37.79886,-122.408204,90.0,103119.0,4.0,4.0,1.0,10.0,308.0,6.0,2018,4,9
51829,3053,94109.0,37.795058000000004,-122.423147,90.0,103150.0,4.0,32.0,9.0,10.0,28858.0,32.0,2018,3,8
51832,3006,94104.0,37.791275,-122.40201,85.0,103103.0,3.0,6.0,1.0,10.0,28854.0,8.0,2019,3,15
51833,2234,94108.0,37.795118,-122.40708300000001,83.0,103139.0,3.0,4.0,1.0,10.0,28857.0,6.0,2016,10,18
51835,65265,94127.0,37.763473,-122.458202,96.0,103120.0,3.0,12.0,5.0,11.0,56.0,14.0,2017,11,9
51836,16349,94110.0,37.752764,-122.40958799999999,94.0,103145.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,9,28
51837,798,94109.0,37.793997,-122.41626699999999,94.0,103142.0,1.0,21.0,1.0,10.0,28858.0,21.0,2017,11,3
51838,58673,94133.0,37.796973,-122.40850400000001,83.0,103144.0,2.0,4.0,1.0,10.0,308.0,6.0,2017,1,3
51839,2620,94117.0,37.765174,-122.44988400000001,96.0,103144.0,2.0,9.0,5.0,11.0,29492.0,3.0,2017,12,14
51840,69282,94122.0,37.754132,-122.48005800000001,57.0,103109.0,1.0,35.0,8.0,3.0,56.0,35.0,2019,1,23
51841,1598,94109.0,37.788587,-122.413795,80.0,103153.0,3.0,21.0,1.0,10.0,28858.0,21.0,2017,4,17
51842,39403,94124.0,37.73089,-122.392227,81.0,103153.0,3.0,1.0,3.0,8.0,58.0,1.0,2019,3,11
51844,68814,94107.0,37.763733,-122.466366,94.0,103124.0,1.0,12.0,8.0,11.0,56.0,14.0,2017,1,11
51845,4708,94123.0,37.796828000000005,-122.43023400000001,96.0,103154.0,1.0,17.0,9.0,1.0,57.0,13.0,2017,5,12
51848,6863,94109.0,37.795273,-122.42166499999999,90.0,103152.0,1.0,32.0,9.0,10.0,28858.0,32.0,2018,2,1
51849,19373,94124.0,37.737021,-122.39004299999999,66.0,103118.0,1.0,1.0,3.0,8.0,58.0,1.0,2018,11,1
51851,424,94107.0,37.762334,-122.398416,86.0,103133.0,1.0,29.0,3.0,8.0,28856.0,26.0,2018,6,18
51852,4627,94116.0,37.743278000000004,-122.471171,90.0,103144.0,2.0,40.0,8.0,4.0,29491.0,41.0,2018,2,27
51853,71286,94112.0,37.723461,-122.454226,79.0,103119.0,4.0,24.0,8.0,4.0,28861.0,24.0,2019,4,10
51855,3405,94105.0,37.788286,-122.40154299999999,85.0,103125.0,3.0,6.0,2.0,9.0,28855.0,8.0,2017,12,12
51856,4171,94107.0,37.781620000000004,-122.387677,88.0,103124.0,1.0,20.0,2.0,9.0,28856.0,4.0,2019,5,6
51857,19003,94103.0,37.764903000000004,-122.421609,83.0,103155.0,2.0,19.0,4.0,7.0,28859.0,20.0,2018,1,18
51858,489,94133.0,37.796718,-122.40871399999999,75.0,103142.0,1.0,4.0,1.0,10.0,308.0,6.0,2017,11,30
51859,36020,94109.0,37.783464,-122.415829,92.0,103139.0,3.0,36.0,10.0,9.0,28852.0,36.0,2017,2,27
51860,5853,94115.0,37.780133,-122.44586399999999,94.0,103131.0,1.0,16.0,5.0,1.0,54.0,18.0,2018,2,27
51861,32698,94121.0,37.773438,-122.506651,84.0,103139.0,3.0,26.0,6.0,2.0,55.0,29.0,2018,4,19
51862,65898,94109.0,37.787677,-122.413634,96.0,103161.0,1.0,21.0,1.0,10.0,28858.0,21.0,2017,12,5
51863,66336,94114.0,37.760892999999996,-122.434459,85.0,103154.0,1.0,3.0,4.0,5.0,28862.0,5.0,2018,3,21
51864,70641,94118.0,37.785108,-122.463874,87.0,103109.0,1.0,11.0,6.0,1.0,54.0,11.0,2018,6,26
51865,2240,94108.0,37.793687,-122.396592,79.0,103157.0,2.0,6.0,1.0,10.0,28860.0,8.0,2017,10,20
51866,9273,94108.0,37.790043,-122.407104,76.0,103114.0,1.0,6.0,1.0,10.0,28857.0,8.0,2018,4,26
51867,21101,94109.0,37.797492,-122.42214399999999,96.0,103124.0,1.0,32.0,9.0,10.0,28858.0,32.0,2017,12,15
51868,726,94115.0,37.788138000000004,-122.440174,72.0,103114.0,1.0,27.0,6.0,1.0,29490.0,30.0,2016,11,9
51869,65795,94110.0,37.756133,-122.40816399999999,94.0,103116.0,3.0,19.0,4.0,7.0,28859.0,20.0,2018,2,27
51870,2808,94127.0,37.725404,-122.462776,74.0,103132.0,3.0,40.0,8.0,4.0,59.0,41.0,2019,1,3
51871,24,94104.0,37.792888,-122.403135,98.0,103150.0,4.0,6.0,1.0,10.0,28854.0,8.0,2019,5,1
51872,286,94102.0,37.784303,-122.40964699999999,83.0,103157.0,2.0,36.0,10.0,9.0,28852.0,36.0,2019,2,20
51874,2619,94117.0,37.765538,-122.44988700000002,82.0,103124.0,1.0,9.0,5.0,11.0,29492.0,3.0,2019,2,7
51875,5997,94132.0,37.730576,-122.47588,98.0,103149.0,1.0,14.0,8.0,4.0,64.0,16.0,2016,10,27
51876,5150,94103.0,37.769758,-122.42478200000001,94.0,103124.0,1.0,19.0,4.0,5.0,28853.0,20.0,2018,5,7
51877,6619,94133.0,37.795788,-122.40883400000001,86.0,103142.0,1.0,4.0,1.0,10.0,308.0,6.0,2017,7,10
